MAL_ID	Name	Score	Genders	English name	Japanese name	Type	Episodes	Aired	Premiered	Producers	Licensors	Studios	Source	Duration	Rating	Ranked	Popularity	Members	Favorites	Watching	Completed	On-Hold	Dropped	Plan to Watch	Score-10	Score-9	Score-8	Score-7	Score-6	Score-5	Score-4	Score-3	Score-2	Score-1	Theme	Demographic	Themes	Genre	Spanish	French	German	Demographics	Previewed
33886	Jikkyou Chuukei		Avant Garde, Music	Unknown	実況中継	Music	1	Feb 4, 2014	Unknown	Universal Music Japan	Unknown	P.I.C.S.	Music	5 min.	R+ - Mild Nudity	"N/A"	14587	643	0	20	505	8	29	81	14	11	17	44	63	85	39	32	19	26	"Music
           

            Music"			"Avant Garde
           

            Avant Garde"					
33886	Jikkyou Chuukei		Avant Garde, Music	Unknown	実況中継	Music	1	Feb 4, 2014	Unknown	Universal Music Japan	Unknown	P.I.C.S.	Music	5 min.	R+ - Mild Nudity	"N/A"	14587	643	0	20	505	8	29	81	14	11	17	44	63	85	39	32	19	26	"Music
           

            Music"			"Avant Garde
           

            Avant Garde"					
33911	Gakuen Handsome: Legend of Sexy		Comedy, Music	Unknown	【学園ハンサム】Legend of Sexy	Music	2	Feb 4, 2016	Unknown	Unknown	Unknown	Team YokkyuFuman	Game	4 min. per ep.	PG-13 - Teens 13 or older	"N/A"	11597	1602	4	43	1051	28	74	406	146	25	48	60	113	137	68	41	37	68	"Music
           

            Music"			"Comedy
           

            Comedy"					
33911	Gakuen Handsome: Legend of Sexy		Comedy, Music	Unknown	【学園ハンサム】Legend of Sexy	Music	2	Feb 4, 2016	Unknown	Unknown	Unknown	Team YokkyuFuman	Game	4 min. per ep.	PG-13 - Teens 13 or older	"N/A"	11597	1602	4	43	1051	28	74	406	146	25	48	60	113	137	68	41	37	68	"Music
           

            Music"			"Comedy
           

            Comedy"					
33938	Koiwai Junsui Kajuu: Bokura Junsui-hen		Music	Unknown	小岩井純水果汁 ぼくらじゅんすい篇	Special	1	2012	Unknown	Unknown	Unknown	Unknown	Original	30 sec.	G - All Ages	"11591"	19308	223	0	13	152	1	22	35	11	Unknown	1	8	12	35	17	5	9	9	"Music
           

            Music"								
33938	Koiwai Junsui Kajuu: Bokura Junsui-hen		Music	Unknown	小岩井純水果汁 ぼくらじゅんすい篇	Special	1	2012	Unknown	Unknown	Unknown	Unknown	Original	30 sec.	G - All Ages	"11591"	19308	223	0	13	152	1	22	35	11	Unknown	1	8	12	35	17	5	9	9	"Music
           

            Music"								
34403	Hajimete no Gal		Comedy, Romance, Ecchi, Harem, School, Shounen	My First Girlfriend is a Gal	はじめてのギャル	TV	10	Jul 12, 2017 to Sep 13, 2017	Summer 2017	AT-X, KlockWorx, Toranoana, MAGES., Glovision, Kadokawa Media House, Sun TV, Kanetsu Investment, Kadokawa	Funimation	NAZ	Manga	23 min. per ep.	PG-13 - Teens 13 or older	"7848"	403	532057	1628	28817	374634	8824	29492	90290	14530	15458	37253	74109	67682	40625	22388	11802	7243	5333		"Shounen
            

             Shounen"	"Harem
            

             Harem
            
            ,
            
             School
            

             School"		My First Girlfriend is a Gal (Hajimete no Gal)	My First Girlfriend is a Gal	My First Girlfriend is a Gal		
34403	Hajimete no Gal		Comedy, Romance, Ecchi, Harem, School, Shounen	My First Girlfriend is a Gal	はじめてのギャル	TV	10	Jul 12, 2017 to Sep 13, 2017	Summer 2017	AT-X, KlockWorx, Toranoana, MAGES., Glovision, Kadokawa Media House, Sun TV, Kanetsu Investment, Kadokawa	Funimation	NAZ	Manga	23 min. per ep.	PG-13 - Teens 13 or older	"7848"	403	532057	1628	28817	374634	8824	29492	90290	14530	15458	37253	74109	67682	40625	22388	11802	7243	5333		"Shounen
            

             Shounen"	"Harem
            

             Harem
            
            ,
            
             School
            

             School"		My First Girlfriend is a Gal (Hajimete no Gal)	My First Girlfriend is a Gal	My First Girlfriend is a Gal		
34437	Code Geass: Fukkatsu no Lelouch		Action, Drama, Sci-Fi, Mecha, Military, Super Power	Code Geass:Lelouch of the Re;surrection	コードギアス 復活のルルーシュ	Movie	1	Feb 9, 2019	Unknown	Showgate	Funimation	Sunrise	Original	1 hr. 52 min.	R - 17+ (violence & profanity)	"739"	751	308814	2024	5802	179978	1956	1351	119727	21575	27341	42874	28332	10373	3961	2144	934	542	673			"Mecha
            

             Mecha
            
            ,
            
             Military
            

             Military
            
            ,
            
             Super Power
            

             Super Power"			Code Geass:Lelouch of the Re;surrection			
34437	Code Geass: Fukkatsu no Lelouch		Action, Drama, Sci-Fi, Mecha, Military, Super Power	Code Geass:Lelouch of the Re;surrection	コードギアス 復活のルルーシュ	Movie	1	Feb 9, 2019	Unknown	Showgate	Funimation	Sunrise	Original	1 hr. 52 min.	R - 17+ (violence & profanity)	"739"	751	308814	2024	5802	179978	1956	1351	119727	21575	27341	42874	28332	10373	3961	2144	934	542	673			"Mecha
            

             Mecha
            
            ,
            
             Military
            

             Military
            
            ,
            
             Super Power
            

             Super Power"			Code Geass:Lelouch of the Re;surrection			
34600	Nagoya Tetsudou Special Movie		Slice of Life	Unknown	名古屋鉄道スペシャルムービー	ONA	1	Jul 21, 2016	Unknown	Unknown	Unknown	Unknown	Original	2 min.	G - All Ages	"10213"	17548	332	1	23	165	2	38	104	10	3	5	10	25	30	12	5	3	8				"Slice of Life
           

            Slice of Life"					
34600	Nagoya Tetsudou Special Movie		Slice of Life	Unknown	名古屋鉄道スペシャルムービー	ONA	1	Jul 21, 2016	Unknown	Unknown	Unknown	Unknown	Original	2 min.	G - All Ages	"10213"	17548	332	1	23	165	2	38	104	10	3	5	10	25	30	12	5	3	8				"Slice of Life
           

            Slice of Life"					
34802	Cobalt World		Slice of Life, Music	Unknown	群青世界	Music	1	Dec 14, 2016	Unknown	Sony Music Entertainment	Unknown	Unknown	Original	4 min.	G - All Ages	"N/A"	9546	3210	1	99	2248	29	52	782	62	55	165	406	475	228	65	27	13	19	"Music
           

            Music"			"Slice of Life
           

            Slice of Life"					
34802	Cobalt World		Slice of Life, Music	Unknown	群青世界	Music	1	Dec 14, 2016	Unknown	Sony Music Entertainment	Unknown	Unknown	Original	4 min.	G - All Ages	"N/A"	9546	3210	1	99	2248	29	52	782	62	55	165	406	475	228	65	27	13	19	"Music
           

            Music"			"Slice of Life
           

            Slice of Life"					
34857	Everyday Affair		Music	Everyday Affair	Everyday affair	Music	1	Dec 28, 2015	Unknown	Unknown	Unknown	Unknown	Music	3 min.	G - All Ages	"N/A"	17572	330	0	11	250	2	22	45	12	2	2	14	35	53	24	12	6	15	"Music
           

            Music"								
34857	Everyday Affair		Music	Everyday Affair	Everyday affair	Music	1	Dec 28, 2015	Unknown	Unknown	Unknown	Unknown	Music	3 min.	G - All Ages	"N/A"	17572	330	0	11	250	2	22	45	12	2	2	14	35	53	24	12	6	15	"Music
           

            Music"								
34895	Zutto Suki Datta		Drama, Hentai, School	Unknown	ずっと好きだった	OVA	2	Apr 21, 2017 to Jun 23, 2017	Unknown	Mediabank	Unknown	Queen Bee	Manga	20 min. per ep.	Rx - Hentai	"N/A"	8258	5007	10	835	2127	349	318	1378	109	63	151	265	398	312	165	92	71	97	"School
           

            School"								
34895	Zutto Suki Datta		Drama, Hentai, School	Unknown	ずっと好きだった	OVA	2	Apr 21, 2017 to Jun 23, 2017	Unknown	Mediabank	Unknown	Queen Bee	Manga	20 min. per ep.	Rx - Hentai	"N/A"	8258	5007	10	835	2127	349	318	1378	109	63	151	265	398	312	165	92	71	97	"School
           

            School"								
34914	New Game!!		Comedy, Adult Cast, CGDCT, Otaku Culture, Workplace	New Game!!	NEW GAME!!	TV	12	Jul 11, 2017 to Sep 26, 2017	Summer 2017	Frontier Works, Movic, AT-X, Sony Music Communications, Houbunsha, MAGES., Lawson, Kadokawa	Funimation, Crunchyroll	Doga Kobo	4-koma manga	24 min. per ep.	PG-13 - Teens 13 or older	"1183"	920	254853	891	14170	167342	6953	5703	60685	10200	21096	44767	36237	12221	4411	1150	384	169	183			"Adult Cast
           

            Adult Cast
           
           ,
           
            CGDCT
           

            CGDCT
           
           ,
           
            Otaku Culture
           

            Otaku Culture
           
           ,
           
            Workplace
           

            Workplace"	"Comedy
           

            Comedy"					
34914	New Game!!		Comedy, Adult Cast, CGDCT, Otaku Culture, Workplace	New Game!!	NEW GAME!!	TV	12	Jul 11, 2017 to Sep 26, 2017	Summer 2017	Frontier Works, Movic, AT-X, Sony Music Communications, Houbunsha, MAGES., Lawson, Kadokawa	Funimation, Crunchyroll	Doga Kobo	4-koma manga	24 min. per ep.	PG-13 - Teens 13 or older	"1183"	920	254853	891	14170	167342	6953	5703	60685	10200	21096	44767	36237	12221	4411	1150	384	169	183			"Adult Cast
           

            Adult Cast
           
           ,
           
            CGDCT
           

            CGDCT
           
           ,
           
            Otaku Culture
           

            Otaku Culture
           
           ,
           
            Workplace
           

            Workplace"	"Comedy
           

            Comedy"					
35114	Clione no Akari		Drama, School	Lights of the Clione	クリオネの灯り	TV	12	Jul 12, 2017 to Sep 27, 2017	Summer 2017	Kyotoma, Kanetsu Investment	Unknown	drop	Novel	9 min. per ep.	PG-13 - Teens 13 or older	"11734"	5508	13572	7	827	4757	467	2310	5211	118	88	269	574	959	1019	661	338	260	188	"School
            

             School"			"Drama
            

             Drama"					
35114	Clione no Akari		Drama, School	Lights of the Clione	クリオネの灯り	TV	12	Jul 12, 2017 to Sep 27, 2017	Summer 2017	Kyotoma, Kanetsu Investment	Unknown	drop	Novel	9 min. per ep.	PG-13 - Teens 13 or older	"11734"	5508	13572	7	827	4757	467	2310	5211	118	88	269	574	959	1019	661	338	260	188	"School
            

             School"			"Drama
            

             Drama"					
35234	Dekiru ka na		Comedy	Dekirukana	できるかな	ONA	10	Jun 5, 2017 to Aug 30, 2017	Unknown	Production I.G, Anime Beans	Unknown	Unknown	Other	3 min. per ep.	G - All Ages	"19230"	17933	304	0	19	82	8	60	135	8	Unknown	Unknown	2	5	13	5	Unknown	3	13				"Comedy
           

            Comedy"					
35234	Dekiru ka na		Comedy	Dekirukana	できるかな	ONA	10	Jun 5, 2017 to Aug 30, 2017	Unknown	Production I.G, Anime Beans	Unknown	Unknown	Other	3 min. per ep.	G - All Ages	"19230"	17933	304	0	19	82	8	60	135	8	Unknown	Unknown	2	5	13	5	Unknown	3	13				"Comedy
           

            Comedy"					
35321	Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun		Sports, School, Team Sports, Shounen	Haikyuu!! Special Feature! The Spring Tournament of Their Youth	ハイキュー!! 特集！春高バレーに賭けた青春	OVA	1	Aug 4, 2017	Unknown	Unknown	Unknown	Production I.G	Manga	23 min.	PG-13 - Teens 13 or older	"1735"	3524	37771	40	758	20534	545	403	15531	2034	1296	2388	3489	1602	666	151	31	27	50		"Shounen
            

             Shounen"	"School
            

             School
            
            ,
            
             Team Sports
            

             Team Sports"	"Sports
            

             Sports"					
35321	Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun		Sports, School, Team Sports, Shounen	Haikyuu!! Special Feature! The Spring Tournament of Their Youth	ハイキュー!! 特集！春高バレーに賭けた青春	OVA	1	Aug 4, 2017	Unknown	Unknown	Unknown	Production I.G	Manga	23 min.	PG-13 - Teens 13 or older	"1735"	3524	37771	40	758	20534	545	403	15531	2034	1296	2388	3489	1602	666	151	31	27	50		"Shounen
            

             Shounen"	"School
            

             School
            
            ,
            
             Team Sports
            

             Team Sports"	"Sports
            

             Sports"					
35627	Honoo no Alpenrose: Sweet Memory Ongaku-hen		Drama, Romance, Historical, Music, Shoujo	Unknown	「炎のアルペンローゼ」 スウィートメモリー音楽編	OVA	1	Unknown	Unknown	Unknown	Unknown	Tatsunoko Production	Manga	29 min.	G - All Ages	"20256"	17188	359	0	29	116	9	51	154	11	1	1	8	9	18	10	3	4	7		"Shoujo
           

            Shoujo"	"Historical
           

            Historical
           
           ,
           
            Music
           

            Music"						
35627	Honoo no Alpenrose: Sweet Memory Ongaku-hen		Drama, Romance, Historical, Music, Shoujo	Unknown	「炎のアルペンローゼ」 スウィートメモリー音楽編	OVA	1	Unknown	Unknown	Unknown	Unknown	Tatsunoko Production	Manga	29 min.	G - All Ages	"20256"	17188	359	0	29	116	9	51	154	11	1	1	8	9	18	10	3	4	7		"Shoujo
           

            Shoujo"	"Historical
           

            Historical
           
           ,
           
            Music
           

            Music"						
35726	Swamp Stamp Anime Edition		Hentai	Tramp Stamp Anime Edition	SWAMP STAMP Anime Edition	OVA	1	Jul 7, 2017	Unknown	Unknown	Kitty Media	Studio 9 Maiami	Manga	16 min.	Rx - Hentai	"N/A"	7990	5446	15	539	3396	226	222	1063	155	104	198	373	557	448	232	135	79	109				"Hentai
            

             Hentai"					
35726	Swamp Stamp Anime Edition		Hentai	Tramp Stamp Anime Edition	SWAMP STAMP Anime Edition	OVA	1	Jul 7, 2017	Unknown	Unknown	Kitty Media	Studio 9 Maiami	Manga	16 min.	Rx - Hentai	"N/A"	7990	5446	15	539	3396	226	222	1063	155	104	198	373	557	448	232	135	79	109				"Hentai
            

             Hentai"					
35838	Shoujo Shuumatsu Ryokou		Adventure, Mystery, Sci-Fi, Slice of Life, CGDCT, Iyashikei, Survival	Girls' Last Tour	少女終末旅行	TV	12	Oct 6, 2017 to Dec 22, 2017	Fall 2017	AT-X, Shinchosha, Kadokawa Media House, Kadokawa	Sentai Filmworks	White Fox	Web manga	23 min. per ep.	PG-13 - Teens 13 or older	"347"	679	334226	6815	26852	140595	14581	11238	140960	20975	32582	39719	20864	7191	3119	1182	448	239	244			"CGDCT
            

             CGDCT
            
            ,
            
             Iyashikei
            

             Iyashikei
            
            ,
            
             Survival
            

             Survival"				Girls' Last Tour		
35838	Shoujo Shuumatsu Ryokou		Adventure, Mystery, Sci-Fi, Slice of Life, CGDCT, Iyashikei, Survival	Girls' Last Tour	少女終末旅行	TV	12	Oct 6, 2017 to Dec 22, 2017	Fall 2017	AT-X, Shinchosha, Kadokawa Media House, Kadokawa	Sentai Filmworks	White Fox	Web manga	23 min. per ep.	PG-13 - Teens 13 or older	"347"	679	334226	6815	26852	140595	14581	11238	140960	20975	32582	39719	20864	7191	3119	1182	448	239	244			"CGDCT
            

             CGDCT
            
            ,
            
             Iyashikei
            

             Iyashikei
            
            ,
            
             Survival
            

             Survival"				Girls' Last Tour		
36291	Ling Yu		Fantasy	Unknown	灵域	ONA	10	Oct 22, 2015 to Dec 24, 2015	Unknown	iQIYI	Unknown	Haoliners Animation League	Novel	13 min. per ep.	PG-13 - Teens 13 or older	"7375"	8340	4882	12	580	1958	155	197	1992	76	57	176	366	290	206	63	30	31	48				"Fantasy
           

            Fantasy"					
36291	Ling Yu		Fantasy	Unknown	灵域	ONA	10	Oct 22, 2015 to Dec 24, 2015	Unknown	iQIYI	Unknown	Haoliners Animation League	Novel	13 min. per ep.	PG-13 - Teens 13 or older	"7375"	8340	4882	12	580	1958	155	197	1992	76	57	176	366	290	206	63	30	31	48				"Fantasy
           

            Fantasy"					
36350	Kuma no Nuigurumi		Music, Kids	Unknown	クマのぬいぐるみ	Music	1	Oct 1, 1987	Unknown	NHK	Unknown	Unknown	Original	2 min.	G - All Ages	"N/A"	18965	242	0	11	169	1	24	37	10	Unknown	4	8	23	29	19	7	6	17	"Music
           

            Music"	"Kids
           

            Kids"							
36350	Kuma no Nuigurumi		Music, Kids	Unknown	クマのぬいぐるみ	Music	1	Oct 1, 1987	Unknown	NHK	Unknown	Unknown	Original	2 min.	G - All Ages	"N/A"	18965	242	0	11	169	1	24	37	10	Unknown	4	8	23	29	19	7	6	17	"Music
           

            Music"	"Kids
           

            Kids"							
36423	Zhandou Wang Zhi Jufeng Zhan Hun		Action	Infinity Nado	战斗王之飓风战魂	TV	52	Aug 23, 2012 to Aug 18, 2013	Summer 2012	Alpha Group Co. Ltd.	Unknown	Alpha Animation	Original	24 min. per ep.	PG - Children	"7950"	13024	1014	23	73	483	39	106	313	62	62	65	63	69	39	18	17	11	22				"Action
            

             Action"					
36423	Zhandou Wang Zhi Jufeng Zhan Hun		Action	Infinity Nado	战斗王之飓风战魂	TV	52	Aug 23, 2012 to Aug 18, 2013	Summer 2012	Alpha Group Co. Ltd.	Unknown	Alpha Animation	Original	24 min. per ep.	PG - Children	"7950"	13024	1014	23	73	483	39	106	313	62	62	65	63	69	39	18	17	11	22				"Action
            

             Action"					
36466	Digimon Adventure tri. 6: Bokura no Mirai		Action, Adventure, Comedy, Drama	Digimon Adventure tri. Future	デジモンアドベンチャーtri.（トライ）第６章「ぼくらの未来」	Movie	1	May 5, 2018	Unknown	Sonilude	Unknown	Toei Animation	Original	1 hr. 38 min.	PG-13 - Teens 13 or older	"3148"	3170	45630	52	761	33604	356	307	10602	2537	2791	5207	6168	3268	1571	868	431	263	246					Digimon Adventure tri Película 6:Nuestro Futuro	Digimon Adventure tri. Film 6:Bokura no Mirai	Digimon Adventure tri. Film 6 - Our Future		
36466	Digimon Adventure tri. 6: Bokura no Mirai		Action, Adventure, Comedy, Drama	Digimon Adventure tri. Future	デジモンアドベンチャーtri.（トライ）第６章「ぼくらの未来」	Movie	1	May 5, 2018	Unknown	Sonilude	Unknown	Toei Animation	Original	1 hr. 38 min.	PG-13 - Teens 13 or older	"3148"	3170	45630	52	761	33604	356	307	10602	2537	2791	5207	6168	3268	1571	868	431	263	246					Digimon Adventure tri Película 6:Nuestro Futuro	Digimon Adventure tri. Film 6:Bokura no Mirai	Digimon Adventure tri. Film 6 - Our Future		
36522	Ling Qi 2		Action, Boys Love, Comedy, Supernatural	Spiritpact:Bond of the Underworld	灵契 2	TV	12	Feb 23, 2018 to May 11, 2018	Winter 2018	Tencent Animation & Comics	Unknown	Haoliners Animation League	Web manga	24 min. per ep.	PG-13 - Teens 13 or older	"1878"	3113	47324	221	3423	26874	1244	1262	14521	2579	2551	4374	4789	2418	1183	415	174	167	146					Spiritpact:Bond of the Underworld	Spiritpact:Bond of the Underworld	Spiritpact:Bond of The Underworld		
36522	Ling Qi 2		Action, Boys Love, Comedy, Supernatural	Spiritpact:Bond of the Underworld	灵契 2	TV	12	Feb 23, 2018 to May 11, 2018	Winter 2018	Tencent Animation & Comics	Unknown	Haoliners Animation League	Web manga	24 min. per ep.	PG-13 - Teens 13 or older	"1878"	3113	47324	221	3423	26874	1244	1262	14521	2579	2551	4374	4789	2418	1183	415	174	167	146					Spiritpact:Bond of the Underworld	Spiritpact:Bond of the Underworld	Spiritpact:Bond of The Underworld		
